CustomerID,Recency,Frequency,Monetary,FirstPurchaseDate,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
15236,299,1,321.05,"2011-02-14 10:52:00","2011-02-14 10:52:00",1,1,2,112,Hibernating
14823,181,3,321.43,"2011-05-29 12:48:00","2011-06-12 13:12:00",1,3,2,132,"Cant Lose Them"
17976,373,1,321.79,"2010-12-02 13:49:00","2010-12-02 13:49:00",1,1,2,112,Hibernating
14484,51,1,321.92,"2011-10-20 14:11:00","2011-10-20 14:11:00",3,2,2,322,"Needs Attention"
14424,18,1,322.08,"2011-11-22 11:48:00","2011-11-22 11:48:00",4,1,2,412,"New Customers"
15224,359,2,322.08,"2010-12-12 12:34:00","2010-12-16 15:02:00",1,3,2,132,"Cant Lose Them"
16342,76,4,322.41,"2011-06-13 10:10:00","2011-09-25 14:36:00",2,4,2,242,"Cant Lose Them"
16627,80,1,322.80,"2011-09-21 14:38:00","2011-09-21 14:38:00",2,2,2,222,Hibernating
13955,155,2,322.96,"2011-02-07 12:24:00","2011-07-08 17:19:00",2,3,2,232,"Cant Lose Them"
16739,177,1,323.00,"2011-06-16 09:17:00","2011-06-16 09:17:00",2,1,2,212,Hibernating
15921,173,1,323.03,"2011-06-20 11:03:00","2011-06-20 11:03:00",2,1,2,212,Hibernating
15675,82,3,323.69,"2011-03-04 14:21:00","2011-09-19 13:48:00",2,4,2,242,"Cant Lose Them"
18261,44,2,324.24,"2011-09-05 09:34:00","2011-10-27 15:36:00",3,3,2,332,"Loyal Customers"
16685,62,2,324.24,"2011-10-09 13:44:00","2011-10-09 13:58:00",3,3,2,332,"Loyal Customers"
15597,36,1,324.57,"2011-11-04 13:26:00","2011-11-04 13:26:00",3,2,2,322,"Needs Attention"
13801,67,1,324.80,"2011-10-04 10:15:00","2011-10-04 10:15:00",3,2,2,322,"Needs Attention"
12790,193,1,324.92,"2011-05-31 14:14:00","2011-05-31 14:14:00",1,1,2,112,Hibernating
15944,277,1,325.10,"2011-03-08 10:33:00","2011-03-08 10:33:00",1,1,2,112,Hibernating
14850,312,1,325.75,"2011-02-01 11:21:00","2011-02-01 11:21:00",1,1,2,112,Hibernating
16830,39,1,325.91,"2011-11-01 11:35:00","2011-11-01 11:35:00",3,2,2,322,"Needs Attention"
12844,30,2,325.96,"2011-08-01 13:11:00","2011-11-10 13:31:00",4,3,2,432,"Loyal Customers"
15363,373,1,326.00,"2010-12-02 12:28:00","2010-12-02 12:28:00",1,1,2,112,Hibernating
16071,45,1,326.24,"2011-10-26 11:14:00","2011-10-26 11:14:00",3,2,2,322,"Needs Attention"
17715,201,1,326.40,"2011-05-23 12:32:00","2011-05-23 12:32:00",1,1,2,112,Hibernating
14987,16,2,326.40,"2010-12-09 12:13:00","2011-11-24 09:59:00",4,2,2,422,"New Customers"
16322,2,2,326.75,"2011-11-03 14:33:00","2011-12-08 15:41:00",5,2,2,522,"New Customers"
14870,262,1,327.25,"2011-03-23 10:51:00","2011-03-23 10:51:00",1,1,2,112,Hibernating
16366,19,1,327.30,"2011-11-21 08:19:00","2011-11-21 08:19:00",4,1,2,412,"New Customers"
15579,69,2,327.60,"2011-01-30 12:09:00","2011-10-02 12:45:00",3,3,2,332,"Loyal Customers"
14024,122,2,327.70,"2011-08-07 13:31:00","2011-08-10 11:30:00",2,3,2,232,"Cant Lose Them"
15314,200,1,327.97,"2011-05-24 14:39:00","2011-05-24 14:39:00",1,1,2,112,Hibernating
16318,36,1,328.15,"2011-11-04 13:05:00","2011-11-04 13:05:00",3,2,2,322,"Needs Attention"
14206,240,1,328.16,"2011-04-14 16:38:00","2011-04-14 16:38:00",1,1,2,112,Hibernating
14747,250,1,328.20,"2011-04-04 14:09:00","2011-04-04 14:09:00",1,1,2,112,Hibernating
15213,319,2,328.35,"2011-01-14 11:05:00","2011-01-25 12:21:00",1,3,2,132,"Cant Lose Them"
16855,24,2,328.40,"2011-10-27 16:31:00","2011-11-16 12:03:00",4,2,2,422,"New Customers"
16343,17,2,328.58,"2011-11-23 17:43:00","2011-11-23 17:45:00",4,2,2,422,"New Customers"
17222,66,1,328.65,"2011-10-05 13:58:00","2011-10-05 13:58:00",3,2,2,322,"Needs Attention"
14012,278,1,328.80,"2011-03-07 12:26:00","2011-03-07 12:26:00",1,1,2,112,Hibernating
15880,370,1,329.03,"2010-12-05 13:00:00","2010-12-05 13:00:00",1,1,2,112,Hibernating
15153,32,1,329.25,"2011-11-08 17:09:00","2011-11-08 17:09:00",4,2,2,422,"New Customers"
17154,76,1,329.34,"2011-09-25 13:42:00","2011-09-25 13:42:00",2,2,2,222,Hibernating
17914,4,1,329.36,"2011-12-06 11:58:00","2011-12-06 11:58:00",5,1,2,512,"New Customers"
13239,262,1,329.56,"2011-03-23 10:25:00","2011-03-23 10:25:00",1,1,2,112,Hibernating
17615,131,3,329.60,"2011-05-01 15:33:00","2011-08-01 14:06:00",2,4,2,242,"Cant Lose Them"
17866,143,1,329.65,"2011-07-20 11:07:00","2011-07-20 11:07:00",2,2,2,222,Hibernating
12953,10,1,329.85,"2011-11-30 09:24:00","2011-11-30 09:24:00",5,1,2,512,"New Customers"
15714,12,2,330.03,"2011-09-23 11:25:00","2011-11-28 11:26:00",5,2,2,522,"New Customers"
16593,51,3,330.03,"2011-01-16 12:11:00","2011-10-20 12:41:00",3,4,2,342,"Loyal Customers"
15130,170,1,330.11,"2011-06-23 10:15:00","2011-06-23 10:15:00",2,1,2,212,Hibernating
14517,34,2,330.45,"2011-07-21 11:42:00","2011-11-06 14:20:00",3,3,2,332,"Loyal Customers"
13706,303,1,330.79,"2011-02-10 09:21:00","2011-02-10 09:21:00",1,1,2,112,Hibernating
12519,64,1,330.84,"2011-10-07 09:26:00","2011-10-07 09:26:00",3,2,2,322,"Needs Attention"
17862,324,1,330.90,"2011-01-20 12:23:00","2011-01-20 12:23:00",1,1,2,112,Hibernating
12891,186,3,331.00,"2011-02-20 11:28:00","2011-06-07 12:31:00",1,3,2,132,"Cant Lose Them"
16478,26,3,331.00,"2011-10-05 12:02:00","2011-11-14 15:51:00",4,3,2,432,"Loyal Customers"
15210,226,1,331.18,"2011-04-28 16:11:00","2011-04-28 16:11:00",1,1,2,112,Hibernating
16030,310,1,331.24,"2011-02-03 11:28:00","2011-02-03 11:28:00",1,1,2,112,Hibernating
16177,51,1,331.95,"2011-10-20 12:57:00","2011-10-20 12:57:00",3,2,2,322,"Needs Attention"
16803,66,1,332.30,"2011-10-05 14:28:00","2011-10-05 14:28:00",3,2,2,322,"Needs Attention"
16850,334,1,332.41,"2011-01-10 11:09:00","2011-01-10 11:09:00",1,1,2,112,Hibernating
13904,38,2,332.64,"2011-02-18 11:18:00","2011-11-02 13:41:00",3,3,2,332,"Loyal Customers"
14902,26,1,332.66,"2011-11-14 10:34:00","2011-11-14 10:34:00",4,1,2,412,"New Customers"
16625,275,1,333.08,"2011-03-10 12:50:00","2011-03-10 12:50:00",1,1,2,112,Hibernating
13727,29,2,333.48,"2011-11-06 12:16:00","2011-11-11 09:46:00",4,3,2,432,"Loyal Customers"
13216,268,1,333.74,"2011-03-17 12:18:00","2011-03-17 12:18:00",1,1,2,112,Hibernating
14264,155,2,333.97,"2011-04-08 12:20:00","2011-07-08 10:20:00",2,3,2,232,"Cant Lose Them"
15918,191,2,334.23,"2011-03-13 15:55:00","2011-06-02 11:42:00",1,3,2,132,"Cant Lose Them"
12350,311,1,334.40,"2011-02-02 16:01:00","2011-02-02 16:01:00",1,1,2,112,Hibernating
17221,8,2,334.48,"2011-11-03 17:39:00","2011-12-02 13:35:00",5,2,2,522,"New Customers"
15466,86,1,334.53,"2011-09-15 14:08:00","2011-09-15 14:08:00",2,2,2,222,Hibernating
14988,212,1,334.54,"2011-05-12 12:05:00","2011-05-12 12:05:00",1,1,2,112,Hibernating
12489,337,1,334.93,"2011-01-07 13:13:00","2011-01-07 13:13:00",1,1,2,112,Hibernating
17917,46,3,335.03,"2010-12-12 12:08:00","2011-10-25 13:20:00",3,4,2,342,"Loyal Customers"
16063,261,1,335.32,"2011-03-24 14:55:00","2011-03-24 14:56:00",1,1,2,112,Hibernating
14196,107,1,335.52,"2011-08-25 10:25:00","2011-08-25 10:25:00",2,2,2,222,Hibernating
18276,44,1,335.86,"2011-10-27 10:54:00","2011-10-27 10:54:00",3,2,2,322,"Needs Attention"
18078,218,2,336.13,"2011-03-25 15:08:00","2011-05-06 14:32:00",1,3,2,132,"Cant Lose Them"
15619,11,1,336.40,"2011-11-29 08:14:00","2011-11-29 08:14:00",5,1,2,512,"New Customers"
17384,20,2,336.40,"2011-05-04 16:07:00","2011-11-20 15:48:00",4,2,2,422,"New Customers"
16105,249,1,336.96,"2011-04-05 10:13:00","2011-04-05 10:13:00",1,1,2,112,Hibernating
17973,52,1,337.04,"2011-10-19 10:34:00","2011-10-19 10:34:00",3,2,2,322,"Needs Attention"
15900,24,1,337.28,"2011-11-16 12:19:00","2011-11-16 12:19:00",4,1,2,412,"New Customers"
13930,58,2,337.34,"2011-07-26 11:00:00","2011-10-13 09:45:00",3,3,2,332,"Loyal Customers"
15942,134,1,337.44,"2011-07-29 09:01:00","2011-07-29 09:01:00",2,2,2,222,Hibernating
15652,92,1,337.74,"2011-09-09 14:22:00","2011-09-09 14:22:00",2,2,2,222,Hibernating
13569,18,2,338.62,"2010-12-07 12:29:00","2011-11-22 13:07:00",4,2,2,422,"New Customers"
16183,68,1,338.71,"2011-10-03 14:59:00","2011-10-03 14:59:00",3,2,2,322,"Needs Attention"
17697,237,1,338.95,"2011-04-17 15:40:00","2011-04-17 15:40:00",1,1,2,112,Hibernating
16545,165,1,339.30,"2011-06-28 10:37:00","2011-06-28 10:37:00",2,1,2,212,Hibernating
17045,114,3,339.44,"2011-04-06 12:08:00","2011-08-18 17:09:00",2,4,2,242,"Cant Lose Them"
13737,201,1,339.60,"2011-05-23 16:32:00","2011-05-23 16:32:00",1,1,2,112,Hibernating
15115,19,1,340.11,"2011-11-21 14:59:00","2011-11-21 14:59:00",4,1,2,412,"New Customers"
14491,176,2,340.93,"2010-12-02 12:10:00","2011-06-17 15:22:00",2,3,2,232,"Cant Lose Them"
13347,71,1,341.36,"2011-09-30 13:28:00","2011-09-30 13:28:00",3,2,2,322,"Needs Attention"
16826,52,1,341.70,"2011-10-19 14:05:00","2011-10-19 14:05:00",3,2,2,322,"Needs Attention"
17835,3,3,342.24,"2011-11-16 16:30:00","2011-12-07 11:48:00",5,3,2,532,"Loyal Customers"
16851,5,3,342.45,"2011-10-19 09:48:00","2011-12-05 13:32:00",5,3,2,532,"Loyal Customers"
17795,180,2,342.83,"2011-03-20 12:02:00","2011-06-13 12:36:00",2,3,2,232,"Cant Lose Them"
12875,144,2,343.23,"2010-12-12 12:03:00","2011-07-19 15:30:00",2,3,2,232,"Cant Lose Them"
12715,107,1,343.36,"2011-08-25 15:22:00","2011-08-25 15:22:00",2,2,2,222,Hibernating
18081,37,3,343.45,"2011-07-29 11:56:00","2011-11-03 16:30:00",3,4,2,342,"Loyal Customers"
15520,2,1,343.50,"2011-12-08 10:58:00","2011-12-08 10:58:00",5,1,2,512,"New Customers"
15047,270,1,343.62,"2011-03-15 10:49:00","2011-03-15 10:49:00",1,1,2,112,Hibernating
13068,11,2,344.00,"2011-01-24 08:20:00","2011-11-29 15:00:00",5,2,2,522,"New Customers"
17569,333,1,344.14,"2011-01-11 14:15:00","2011-01-11 14:15:00",1,1,2,112,Hibernating
16978,78,1,344.33,"2011-09-23 12:50:00","2011-09-23 12:50:00",2,2,2,222,Hibernating
14633,267,1,344.90,"2011-03-18 17:07:00","2011-03-18 17:07:00",1,1,2,112,Hibernating
13774,82,1,345.00,"2011-09-19 12:06:00","2011-09-19 12:06:00",2,2,2,222,Hibernating
17123,162,1,345.30,"2011-07-01 10:47:00","2011-07-01 10:47:00",2,1,2,212,Hibernating
15781,26,3,345.46,"2011-02-07 09:15:00","2011-11-14 14:57:00",4,3,2,432,"Loyal Customers"
13091,29,1,345.82,"2011-11-11 15:54:00","2011-11-11 15:54:00",4,1,2,412,"New Customers"
16423,25,1,346.12,"2011-11-15 09:21:00","2011-11-15 09:21:00",4,1,2,412,"New Customers"
13649,257,2,346.60,"2010-12-08 14:46:00","2011-03-28 11:51:00",1,3,2,132,"Cant Lose Them"
13062,192,1,346.98,"2011-06-01 15:12:00","2011-06-01 15:12:00",1,1,2,112,Hibernating
18127,20,3,347.08,"2011-07-29 10:06:00","2011-11-20 14:05:00",4,3,2,432,"Loyal Customers"
17668,2,2,347.75,"2011-11-01 14:45:00","2011-12-08 13:25:00",5,2,2,522,"New Customers"
13497,283,2,348.05,"2010-12-06 11:37:00","2011-03-02 09:04:00",1,3,2,132,"Cant Lose Them"
14379,45,2,348.10,"2011-02-17 15:03:00","2011-10-26 16:43:00",3,3,2,332,"Loyal Customers"
13052,213,1,348.15,"2011-05-11 14:12:00","2011-05-11 14:12:00",1,1,2,112,Hibernating
16159,282,1,348.20,"2011-03-03 12:27:00","2011-03-03 12:27:00",1,1,2,112,Hibernating
12527,82,3,348.71,"2011-01-18 12:05:00","2011-09-19 11:55:00",2,4,2,242,"Cant Lose Them"
13790,5,1,348.80,"2011-12-05 15:48:00","2011-12-05 15:48:00",5,1,2,512,"New Customers"
17252,117,2,348.91,"2011-06-06 16:41:00","2011-08-15 09:45:00",2,3,2,232,"Cant Lose Them"
13927,75,1,348.99,"2011-09-26 12:00:00","2011-09-26 12:00:00",2,2,2,222,Hibernating
15405,190,1,349.10,"2011-06-03 14:44:00","2011-06-03 14:44:00",1,1,2,112,Hibernating
18250,311,1,349.27,"2011-02-02 13:16:00","2011-02-02 13:16:00",1,1,2,112,Hibernating
13887,205,1,349.55,"2011-05-19 17:22:00","2011-05-19 17:22:00",1,1,2,112,Hibernating
13670,76,1,349.70,"2011-09-25 15:25:00","2011-09-25 15:25:00",2,2,2,222,Hibernating
12532,31,1,349.83,"2011-11-09 13:47:00","2011-11-09 13:47:00",4,2,2,422,"New Customers"
13108,373,1,350.06,"2010-12-02 10:35:00","2010-12-02 10:35:00",1,1,2,112,Hibernating
13740,241,1,350.75,"2011-04-13 10:32:00","2011-04-13 10:32:00",1,1,2,112,Hibernating
15334,157,3,350.82,"2011-06-19 13:51:00","2011-07-06 11:22:00",2,4,2,242,"Cant Lose Them"
13332,15,1,350.90,"2011-11-25 13:30:00","2011-11-25 13:30:00",4,1,2,412,"New Customers"
13923,54,1,351.13,"2011-10-17 12:33:00","2011-10-17 12:33:00",3,2,2,322,"Needs Attention"
15789,359,1,351.30,"2010-12-16 14:35:00","2010-12-16 14:35:00",1,1,2,112,Hibernating
15870,33,1,351.44,"2011-11-07 10:58:00","2011-11-07 10:58:00",3,2,2,322,"Needs Attention"
12566,87,1,351.65,"2011-09-14 14:30:00","2011-09-14 14:30:00",2,2,2,222,Hibernating
15901,17,3,351.73,"2011-07-08 12:18:00","2011-11-23 12:43:00",4,3,2,432,"Loyal Customers"
16274,374,1,351.75,"2010-12-01 15:35:00","2010-12-01 15:35:00",1,1,2,112,Hibernating
18112,13,2,352.69,"2011-06-26 13:56:00","2011-11-27 14:43:00",5,2,2,522,"New Customers"
15678,53,1,352.70,"2011-10-18 09:25:00","2011-10-18 09:25:00",3,2,2,322,"Needs Attention"
12617,30,1,352.98,"2011-11-10 14:39:00","2011-11-10 14:39:00",4,2,2,422,"New Customers"
14804,9,1,353.27,"2011-12-01 11:20:00","2011-12-01 11:20:00",5,1,2,512,"New Customers"
13343,178,1,353.43,"2011-06-15 12:24:00","2011-06-15 12:24:00",2,1,2,212,Hibernating
13210,94,1,353.48,"2011-09-07 08:18:00","2011-09-07 08:18:00",2,2,2,222,Hibernating
13173,5,2,353.65,"2010-12-07 14:30:00","2011-12-05 15:51:00",5,2,2,522,"New Customers"
12845,268,4,354.09,"2011-02-22 14:10:00","2011-03-17 13:34:00",1,4,2,142,"Cant Lose Them"
12888,215,2,354.12,"2011-03-29 14:31:00","2011-05-09 16:02:00",1,3,2,132,"Cant Lose Them"
14690,45,2,355.05,"2011-07-11 11:58:00","2011-10-26 15:39:00",3,3,2,332,"Loyal Customers"
17742,114,2,355.11,"2011-01-11 10:04:00","2011-08-18 15:28:00",2,3,2,232,"Cant Lose Them"
14537,58,1,355.56,"2011-10-13 10:54:00","2011-10-13 10:54:00",3,2,2,322,"Needs Attention"
15840,59,2,355.56,"2011-06-20 11:42:00","2011-10-12 09:08:00",3,3,2,332,"Loyal Customers"
16372,34,2,355.73,"2011-11-06 12:50:00","2011-11-06 13:08:00",3,3,2,332,"Loyal Customers"
15247,123,1,356.00,"2011-08-09 12:52:00","2011-08-09 12:52:00",2,2,2,222,Hibernating
15713,144,2,356.70,"2010-12-08 15:16:00","2011-07-19 13:34:00",2,3,2,232,"Cant Lose Them"
14500,89,3,356.85,"2011-06-03 10:08:00","2011-09-12 16:45:00",2,4,2,242,"Cant Lose Them"
13453,166,2,356.98,"2011-02-23 09:44:00","2011-06-27 09:34:00",2,3,2,232,"Cant Lose Them"
18040,20,2,357.20,"2011-04-08 08:27:00","2011-11-20 14:20:00",4,2,2,422,"New Customers"
16971,39,1,357.21,"2011-11-01 15:06:00","2011-11-01 15:06:00",3,2,2,322,"Needs Attention"
17025,61,3,357.77,"2010-12-01 15:45:00","2011-10-10 09:06:00",3,4,2,342,"Loyal Customers"
13976,207,1,357.98,"2011-05-17 09:13:00","2011-05-17 09:13:00",1,1,2,112,Hibernating
13228,82,1,358.00,"2011-09-19 14:28:00","2011-09-19 14:28:00",2,2,2,222,Hibernating
16823,228,1,358.38,"2011-04-26 15:00:00","2011-04-26 15:00:00",1,1,2,112,Hibernating
17948,148,1,358.56,"2011-07-15 12:58:00","2011-07-15 12:58:00",2,2,2,222,Hibernating
15120,134,1,358.82,"2011-07-29 09:48:00","2011-07-29 09:48:00",2,2,2,222,Hibernating
13298,2,1,360.00,"2011-12-08 13:11:00","2011-12-08 13:11:00",5,1,2,512,"New Customers"
13780,8,2,360.01,"2011-06-22 11:43:00","2011-12-02 13:49:00",5,2,2,522,"New Customers"
16595,62,1,360.16,"2011-10-09 13:15:00","2011-10-09 13:15:00",3,2,2,322,"Needs Attention"
17358,304,2,360.81,"2010-12-19 14:16:00","2011-02-09 16:57:00",1,3,2,132,"Cant Lose Them"
13291,156,1,361.11,"2011-07-07 10:36:00","2011-07-07 10:36:00",2,2,2,222,Hibernating
16305,139,1,361.22,"2011-07-24 12:18:00","2011-07-24 12:18:00",2,2,2,222,Hibernating
16769,261,1,361.54,"2011-03-24 13:41:00","2011-03-24 13:41:00",1,1,2,112,Hibernating
13844,12,1,361.62,"2011-11-28 13:21:00","2011-11-28 13:21:00",5,1,2,512,"New Customers"
15025,34,1,361.96,"2011-11-06 15:20:00","2011-11-06 15:20:00",3,2,2,322,"Needs Attention"
16052,55,1,362.06,"2011-10-16 15:13:00","2011-10-16 15:13:00",3,2,2,322,"Needs Attention"
16378,248,3,362.95,"2011-02-02 12:42:00","2011-04-06 15:07:00",1,3,2,132,"Cant Lose Them"
16903,30,1,363.20,"2011-11-10 15:32:00","2011-11-10 15:32:00",4,2,2,422,"New Customers"
14594,8,2,363.33,"2010-12-01 13:54:00","2011-12-02 13:28:00",5,2,2,522,"New Customers"
14427,51,2,363.34,"2011-10-07 09:10:00","2011-10-20 14:23:00",3,3,2,332,"Loyal Customers"
14932,366,1,363.53,"2010-12-09 11:48:00","2010-12-09 11:48:00",1,1,2,112,Hibernating
18056,289,1,363.65,"2011-02-24 14:27:00","2011-02-24 14:27:00",1,1,2,112,Hibernating
16485,78,1,363.65,"2011-09-23 15:50:00","2011-09-23 15:50:00",2,2,2,222,Hibernating
12915,149,2,363.65,"2010-12-02 12:33:00","2011-07-14 11:34:00",2,3,2,232,"Cant Lose Them"
16509,297,1,363.70,"2011-02-16 09:25:00","2011-02-16 09:25:00",1,1,2,112,Hibernating
14171,99,1,363.79,"2011-09-02 16:43:00","2011-09-02 16:43:00",2,2,2,222,Hibernating
17330,23,2,363.90,"2011-10-03 11:26:00","2011-11-17 08:56:00",4,2,2,422,"New Customers"
12538,30,1,363.95,"2011-11-10 17:16:00","2011-11-10 17:16:00",4,2,2,422,"New Customers"
14528,38,1,364.22,"2011-11-02 17:09:00","2011-11-02 17:09:00",3,2,2,322,"Needs Attention"
15343,88,1,364.50,"2011-09-13 13:55:00","2011-09-13 13:55:00",2,2,2,222,Hibernating
12373,312,1,364.60,"2011-02-01 13:10:00","2011-02-01 13:10:00",1,1,2,112,Hibernating
15949,17,2,364.72,"2011-09-29 17:34:00","2011-11-23 09:09:00",4,2,2,422,"New Customers"
14886,253,1,364.80,"2011-04-01 08:56:00","2011-04-01 08:56:00",1,1,2,112,Hibernating
16202,361,1,365.27,"2010-12-14 10:43:00","2010-12-14 10:43:00",1,1,2,112,Hibernating
16499,361,2,365.45,"2010-12-10 10:27:00","2010-12-14 13:31:00",1,3,2,132,"Cant Lose Them"
17432,19,2,365.76,"2011-11-02 17:30:00","2011-11-21 17:33:00",4,2,2,422,"New Customers"
17911,10,1,366.23,"2011-11-30 14:52:00","2011-11-30 14:52:00",5,1,2,512,"New Customers"
18181,25,1,366.85,"2011-11-15 15:08:00","2011-11-15 15:08:00",4,1,2,412,"New Customers"
16065,366,1,367.14,"2010-12-09 13:03:00","2010-12-09 13:03:00",1,1,2,112,Hibernating
17765,159,3,367.63,"2011-03-28 11:58:00","2011-07-04 12:41:00",2,4,2,242,"Cant Lose Them"
14888,208,1,369.20,"2011-05-16 14:58:00","2011-05-16 14:58:00",1,1,2,112,Hibernating
16758,66,1,369.34,"2011-10-05 14:47:00","2011-10-05 14:47:00",3,2,2,322,"Needs Attention"
15922,374,1,369.50,"2010-12-01 13:51:00","2010-12-01 13:51:00",1,1,2,112,Hibernating
15063,214,1,370.80,"2011-05-10 13:25:00","2011-05-10 13:25:00",1,1,2,112,Hibernating
15975,85,1,371.01,"2011-09-16 13:33:00","2011-09-16 13:33:00",2,2,2,222,Hibernating
14950,20,1,371.20,"2011-11-20 13:48:00","2011-11-20 13:48:00",4,1,2,412,"New Customers"
16776,61,1,371.54,"2011-10-10 13:04:00","2011-10-10 13:04:00",3,2,2,322,"Needs Attention"
15472,114,1,371.56,"2011-08-18 15:17:00","2011-08-18 15:17:00",2,2,2,222,Hibernating
18155,76,3,371.62,"2011-02-21 10:36:00","2011-09-25 13:32:00",2,4,2,242,"Cant Lose Them"
13300,170,1,371.89,"2011-06-23 13:09:00","2011-06-23 13:09:00",2,1,2,212,Hibernating
12981,30,2,372.22,"2011-07-29 14:14:00","2011-11-10 12:00:00",4,3,2,432,"Loyal Customers"
12544,37,1,372.70,"2011-11-03 16:15:00","2011-11-03 16:15:00",3,2,2,322,"Needs Attention"
12895,43,2,372.80,"2011-09-14 08:35:00","2011-10-28 13:51:00",3,3,2,332,"Loyal Customers"
16321,73,5,373.65,"2011-01-20 12:11:00","2011-09-28 14:55:00",2,4,2,242,"Cant Lose Them"
13351,67,1,373.94,"2011-10-04 12:55:00","2011-10-04 12:55:00",3,2,2,322,"Needs Attention"
12873,283,1,374.00,"2011-03-02 14:58:00","2011-03-02 14:58:00",1,1,2,112,Hibernating
17492,249,1,374.57,"2011-04-05 15:21:00","2011-04-05 15:21:00",1,1,2,112,Hibernating
14067,64,2,374.70,"2011-09-04 12:00:00","2011-10-07 10:21:00",3,3,2,332,"Loyal Customers"
16147,134,1,375.00,"2011-07-29 09:57:00","2011-07-29 09:57:00",2,2,2,222,Hibernating
14079,125,1,375.10,"2011-08-07 12:10:00","2011-08-07 12:10:00",2,2,2,222,Hibernating
14448,10,2,375.35,"2010-12-10 17:26:00","2011-11-30 13:50:00",5,2,2,522,"New Customers"
16858,369,1,375.69,"2010-12-06 09:52:00","2010-12-06 09:52:00",1,1,2,112,Hibernating
13936,180,1,376.58,"2011-06-13 08:47:00","2011-06-13 08:47:00",1,1,2,112,Hibernating
17489,59,2,376.64,"2011-05-11 11:34:00","2011-10-12 08:56:00",3,3,2,332,"Loyal Customers"
12890,25,1,376.72,"2011-11-15 17:26:00","2011-11-15 17:26:00",4,1,2,412,"New Customers"
17736,10,3,377.44,"2011-08-18 14:33:00","2011-11-30 15:36:00",5,3,2,532,"Loyal Customers"
17078,37,2,378.20,"2011-11-03 18:49:00","2011-11-03 19:17:00",3,3,2,332,"Loyal Customers"
13372,90,1,378.64,"2011-09-11 12:46:00","2011-09-11 12:46:00",2,2,2,222,Hibernating
16930,27,3,378.89,"2011-10-02 14:25:00","2011-11-13 16:13:00",4,3,2,432,"Loyal Customers"
16909,73,1,379.14,"2011-09-28 16:45:00","2011-09-28 16:45:00",2,2,2,222,Hibernating
15885,93,3,379.35,"2011-02-03 15:28:00","2011-09-08 10:43:00",2,4,2,242,"Cant Lose Them"
17878,44,1,379.45,"2011-10-27 11:24:00","2011-10-27 11:24:00",3,2,2,322,"Needs Attention"
13589,15,2,379.65,"2011-06-13 12:44:00","2011-11-25 12:10:00",4,2,2,422,"New Customers"
13656,165,2,379.65,"2011-01-06 15:42:00","2011-06-28 10:31:00",2,3,2,232,"Cant Lose Them"
16552,243,2,379.73,"2010-12-01 12:36:00","2011-04-11 10:04:00",1,3,2,132,"Cant Lose Them"
14731,48,3,380.02,"2011-05-11 13:06:00","2011-10-23 15:54:00",3,4,2,342,"Loyal Customers"
17936,6,1,380.13,"2011-12-04 13:32:00","2011-12-04 13:32:00",5,1,2,512,"New Customers"
17031,12,2,380.35,"2011-07-08 09:38:00","2011-11-28 10:23:00",5,2,2,522,"New Customers"
17999,38,2,380.39,"2010-12-08 15:17:00","2011-11-02 15:56:00",3,3,2,332,"Loyal Customers"
17138,276,1,380.50,"2011-03-09 11:54:00","2011-03-09 11:54:00",1,1,2,112,Hibernating
17573,30,3,380.60,"2011-09-07 10:36:00","2011-11-10 13:01:00",4,3,2,432,"Loyal Customers"
12871,85,2,380.64,"2011-05-16 13:32:00","2011-09-16 15:07:00",2,3,2,232,"Cant Lose Them"
15048,66,4,381.00,"2010-12-06 12:15:00","2011-10-05 14:55:00",3,4,2,342,"Loyal Customers"
16441,68,2,381.20,"2011-02-21 17:35:00","2011-10-03 17:48:00",3,3,2,332,"Loyal Customers"
15090,309,1,381.32,"2011-02-04 14:03:00","2011-02-04 14:03:00",1,1,2,112,Hibernating
17250,4,2,381.97,"2011-03-23 16:45:00","2011-12-06 12:15:00",5,2,2,522,"New Customers"
13657,11,2,382.14,"2011-05-22 12:35:00","2011-11-29 12:32:00",5,2,2,522,"New Customers"
17239,313,1,382.50,"2011-01-31 09:41:00","2011-01-31 09:41:00",1,1,2,112,Hibernating
13817,30,2,382.98,"2010-12-23 11:46:00","2011-11-10 17:49:00",4,3,2,432,"Loyal Customers"
12832,33,2,383.03,"2011-09-02 13:48:00","2011-11-07 13:30:00",4,3,2,432,"Loyal Customers"
15424,255,2,383.34,"2011-03-30 13:00:00","2011-03-30 13:02:00",1,3,2,132,"Cant Lose Them"
14304,223,1,383.45,"2011-05-01 11:50:00","2011-05-01 11:50:00",1,1,2,112,Hibernating
15440,55,3,383.68,"2011-05-15 11:30:00","2011-10-16 12:16:00",3,4,2,342,"Loyal Customers"
12515,354,1,383.70,"2010-12-21 15:43:00","2010-12-21 15:43:00",1,1,2,112,Hibernating
17189,107,2,383.75,"2010-12-15 17:28:00","2011-08-25 19:39:00",2,3,2,232,"Cant Lose Them"
13833,160,1,383.85,"2011-07-03 13:27:00","2011-07-03 13:27:00",2,2,2,222,Hibernating
12733,235,1,383.95,"2011-04-19 16:19:00","2011-04-19 16:19:00",1,1,2,112,Hibernating
16982,61,1,384.06,"2011-10-10 12:28:00","2011-10-10 12:28:00",3,2,2,322,"Needs Attention"
